570.033002	1.5315194E-12
609.475940	2.6188972E-12
651.648097	4.4772798E-12
696.738320	7.6516516E-12
744.948522	1.2364129E-11
796.494586	1.7570291E-11
851.607336	2.4937998E-11
910.533565	3.5331831E-11
973.537142	5.0125069E-11
1040.900197	7.0829586E-11
1112.924381	9.9517042E-11
1189.932215	1.3900170E-10
1272.268539	1.9187040E-10
1360.302053	2.5799990E-10
1454.426970	3.3290343E-10
1555.064778	4.1774806E-10
1662.666132	4.9941913E-10
1777.712868	5.7209675E-10
1900.720163	6.2786819E-10
2032.238841	6.6007250E-10
2172.857839	6.6859439E-10
2323.206846	6.4957624E-10
2483.959122	6.1568449E-10
2655.834512	5.6369554E-10
2839.602669	5.1113607E-10
3036.086505	4.7178605E-10
3246.165868	4.2562259E-10
3470.781491	3.7098414E-10
3710.939195	3.2108143E-10
3967.714403	2.7639840E-10
4242.256949	2.3583435E-10
4535.796226	2.0125423E-10
4849.646699	1.7146290E-10
5185.213782	1.4548449E-10
5544.000137	1.2178826E-10
5927.612402	1.0176381E-10
6337.768383	8.4963754E-11
6776.304751	7.0448829E-11
7245.185261	5.8272951E-11
7746.509550	4.7832776E-11
8282.522537	3.9285760E-11
8855.624476	3.2171885E-11
9468.381704	2.6143818E-11
10123.538136	2.1286380E-11
10824.027548	1.7269835E-11
11572.986714	1.4025985E-11
12373.769458	1.1378198E-11
13229.961667	9.1762813E-12
14145.397351	7.3853650E-12
15124.175811	5.9711893E-12
16170.679994	4.7878871E-12
17289.596123	3.8566527E-12
18485.934681	3.1076284E-12
19765.052843	2.4796770E-12
21132.678474	1.9905442E-12
22594.935770	1.6045616E-12
24158.372687	1.2810680E-12
25829.990261	1.0298485E-12
27617.273958	8.3126222E-13
29528.227195	6.6401565E-13
31571.407179	5.2981049E-13
33755.963223	4.2044187E-13
36091.677722	3.4249857E-13
38589.009952	2.7584971E-13
41259.142913	2.2234100E-13
44114.033401	1.7977007E-13
47166.465551	1.4450207E-13
50430.108088	1.1674027E-13
53919.575529	9.3385781E-14
57650.493634	7.4734831E-14
61639.569369	6.0967157E-14
65904.665729	4.8202907E-14
70464.881720	3.7934360E-14
75340.637888	3.1526461E-14
80553.767760	2.5166837E-14
86127.615617	2.0696829E-14
92087.141026	1.6680596E-14
98459.030609	1.3829459E-14
105271.817547	1.1433784E-14
112556.009347	9.1396501E-15
120344.224461	7.4157465E-15
128671.338341	5.9161470E-15
137574.639619	4.6106818E-15
147093.997082	3.7592000E-15
157272.038199	3.1142736E-15
168154.340014	2.5268498E-15
179789.633233	2.0419153E-15
192230.020440	1.6377841E-15
205531.209413	1.3101181E-15
219752.762582	1.0602636E-15
234958.363746	8.8732283E-16
251216.103249	7.4259061E-16
268598.782889	6.1068627E-16
287184.241919	4.8758056E-16
307055.705613	3.8929121E-16
328302.157943	3.1061899E-16
351018.740052	2.4537467E-16
375307.176291	1.9383466E-16
401276.229738	1.5312043E-16
429042.189239	1.2096312E-16
