0.001	1.149015199E+01
0.00110521	9.977161766E+00
0.001221489	8.661832803E+00
0.001350001	7.518337948E+00
0.001492035	6.524226033E+00
0.001649012	5.659980804E+00
0.001822504	4.908637496E+00
0.002014249	4.255449542E+00
0.002226168	3.687598842E+00
0.002460383	3.193943922E+00
0.00271924	2.764801007E+00
0.00300533	2.391753719E+00
0.003321521	2.067487658E+00
0.003670977	1.785646586E+00
0.0040572	1.540707414E+00
0.004484058	1.327871490E+00
0.004955825	1.142970071E+00
0.005477227	9.823820814E-01
0.006053485	8.429625475E-01
0.006690371	7.219802710E-01
0.007394264	6.170635148E-01
0.008172213	5.261526179E-01
0.009032011	4.474586096E-01
0.009982267	3.794270183E-01
0.0110325	3.207061913E-01
0.012193228	2.701195475E-01
0.013476075	2.266412885E-01
0.014893891	1.893751823E-01
0.016460875	1.575361139E-01
0.018192722	1.304341602E-01
0.020106775	1.074609917E-01
0.022222206	8.807842456E-02
0.024560201	7.180894727E-02
0.027144176	5.822802377E-02
0.030000011	4.695794578E-02
0.033156308	3.766297288E-02
0.036644678	3.004547810E-02
0.040500059	2.384281460E-02
0.044761064	1.882464138E-02
0.049470369	1.479049026E-02
0.054675139	1.156741621E-02
0.060427503	9.007637016E-03
0.066785071	6.986128295E-03
0.073811519	5.398185914E-03
0.081577218	4.156998407E-03
0.090159945	3.191285436E-03
0.099645659	2.443058466E-03
0.110129364	1.865550488E-03
0.121716058	1.421347408E-03
0.134521786	1.080738357E-03
0.148674804	8.202881169E-04
0.164316858	6.216237530E-04
0.18160461	4.704195938E-04
0.200711204	3.555600409E-04
0.221828	2.684575593E-04
0.245166491	2.025031031E-04
0.270960421	1.526274582E-04
0.299468127	1.149540184E-04
0.330975124	8.652592178E-05
0.365796968	6.509297120E-05
0.404282412	4.894615219E-05
0.446816905	3.678972523E-05
0.493826445	2.764276918E-05
0.545781852	2.076366536E-05
0.60320348	1.559235650E-05
0.666666429	1.170631503E-05
0.736806305	8.787043743E-06
0.814325587	6.594640561E-06
0.900000661	5.016928487E-06
0.994689597	4.046054268E-06
1.099340742	3.263063282E-06
1.215002218	2.631596434E-06
1.342832421	2.092718901E-06
1.484111621	1.659276883E-06
1.640254784	1.315608908E-06
1.812825747	1.043121082E-06
2.003552874	8.270706545E-07
2.214346375	6.557683764E-07
2.447317429	5.199460614E-07
2.704799332	4.122551387E-07
2.989370868	3.268690650E-07
3.303882134	2.591680834E-07
3.651483083	2.054892759E-07
4.035655076	1.629283839E-07
4.460245748	1.291826754E-07
4.929507541	1.024263578E-07
5.448140298	8.121179478E-08
6.021338331	6.439118271E-08
6.654842443	5.105444998E-08
7.354997429	4.048001808E-08
8.128815617	3.209576113E-08
8.984047102	2.544805143E-08
9.929257365	2.017721624E-08
10.97391306	1.599807793E-08
12.12847682	1.268452465E-08
13.40451207	1.005727664E-08
14.8147988	7.974186466E-09
16.37346158	6.322548165E-09
18.09611104	5.012999379E-09
20.0000002	3.974686439E-09
