0.0010000	1.252587001E-03
0.0012045	1.078421104E-03
0.0014508	9.284720958E-04
0.0017475	7.993727398E-04
0.0021049	6.882239974E-04
0.0025354	5.925299262E-04
0.0030539	5.101416324E-04
0.0036784	4.392090147E-04
0.0044306	3.781392193E-04
0.0053367	3.255608705E-04
0.0064281	2.802932756E-04
0.0077426	2.413199112E-04
0.0093260	2.195465467E-04
0.0112332	2.021003262E-04
0.0135305	1.860404659E-04
0.0162975	1.712567991E-04
0.0196304	1.576479133E-04
0.0236449	1.451204548E-04
0.0284804	1.335884881E-04
0.0343047	1.229729068E-04
0.0413201	1.132008904E-04
0.0497702	1.042054052E-04
0.0599484	9.592474445E-05
0.0722081	8.830210464E-05
0.0869749	8.128519631E-05
0.1047616	7.482588515E-05
0.1261857	6.887986179E-05
0.1519911	6.340633794E-05
0.1830738	5.836776652E-05
0.2205131	5.372958413E-05
0.2656088	4.945997394E-05
0.3199267	4.552964743E-05
0.3853529	4.191164349E-05
0.4641589	3.858114348E-05
0.5590810	3.551530097E-05
0.6734151	3.269308498E-05
0.8111308	3.009513581E-05
0.9770100	2.613917783E-05
1.1768120	2.109211867E-05
1.4174742	1.701956630E-05
1.7073526	1.373335896E-05
2.0565123	1.108166595E-05
2.4770764	8.941972655E-06
2.9836472	7.215420073E-06
3.5938137	5.822237312E-06
4.3287613	4.698055965E-06
5.2140083	3.790936141E-06
6.2802914	3.058966716E-06
7.5646333	2.468328936E-06
9.1116276	1.991733909E-06
10.9749877	1.607161796E-06
13.2194115	1.296844435E-06
15.9228279	1.088047275E-06
19.1791026	9.913881536E-07
23.1012970	9.033159624E-07
27.8255940	8.230678620E-07
33.5160265	7.499487816E-07
40.3701726	6.833253988E-07
48.6260158	6.226206537E-07
58.5702082	5.673087508E-07
70.5480231	5.106203900E-07
84.9753436	3.473964896E-07
102.3531022	2.363484173E-07
123.2846739	1.607977514E-07
148.4968262	1.093974613E-07
178.8649529	7.442768598E-08
215.4434690	5.063627961E-08
259.5024211	3.444998698E-08
312.5715850	2.343777252E-08
376.4935807	1.594570068E-08
453.4878508	1.084852965E-08
546.2277218	7.380710194E-09
657.9332247	5.021407023E-09
792.4828984	3.416274021E-09
954.5484567	2.324234648E-09
1149.7569954	1.581274414E-09
1384.8863714	1.075807374E-09
1668.1005372	7.319169239E-10
2009.2330026	4.979538128E-10
2420.1282648	3.387788854E-10
2915.0530628	2.304854993E-10
3511.1917342	1.568089621E-10
4229.2428744	1.066837205E-10
5094.1380148	7.258141417E-11
6135.9072734	4.938018338E-11
7390.7220335	3.359541197E-11
8902.1508545	2.285636927E-11
10722.6722201	1.555014763E-11
12915.4966501	1.057941831E-11
15556.7614393	7.197622450E-12
18738.1742286	4.896844744E-12
22570.1971963	3.331529073E-12
27185.8824273	2.266579102E-12
32745.4916288	1.542048925E-12
39442.0605944	1.049120627E-12
47508.1016210	7.137608094E-13
57223.6765935	4.856014458E-13
68926.1210435	3.303750515E-13
83021.7568132	2.247680183E-13
100000.0000000	1.529191197E-13
